سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
58000,بي,ام,1997,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|متور 2000 حشواه3000|كير 6 غيار|بككس رسنك مد طويل سيارت تبول جديد مكنيكي منفوضه|جنط 18 كوشوك اجديد
75000,بيجو,Tepee,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,79000 ,4+1 ,نقدا فقط ,للبيع فقط ,لا يوجد ,مُكيّف|مسجل CD|وسادة حماية هوائية
40000,كيا,ريو,2011,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500 ,null,3+1 ,إمكانية التقسيط ,للبيع فقط ,null,إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
27000,فولكسفاجن,ترانسبورتر,1998,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,يدوي ,2400 ,75218 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,3 ,مسجل CD|جنطات مغنيسيوم|امكانية قبول دفعة بسيطه وشكات
10000,اوبل,اسكونا,1982,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,null,3+1 ,نقدا فقط ,للبيع فقط ,null,null
55000,كيا,برايد,2016,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,75000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانيه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره فحص ممتاز|جنط مغنيسيوم|حساسات خلفيه|مري شفط|تدفئة ستيرنغ+تدفئة كراسي|تحكم ستيرنغ كامل|كاميرا حوادث أماميه|ترخيص 15
32000,هونداي,افانتي,2007,ذهبي ,بنزين ,تدريب سياقة ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية  ,مُكيّف|إغلاق مركزي|مسجل CD|وسادة حماية هوائية|السيارة بحالة ممتازة جدا و يوجد بها حساسات و تم من فترة قريبة تركيب درمات و بركات و غيره من صيانة للسيارة
7500,فيات,اونو,1987,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1000 ,null,null,إمكانية التقسيط ,للبيع فقط ,null,null
140000,مرسيدس,200,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,112 الف  ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة رائعة جدا وممتازة
175000,مرسيدس,E200,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,77000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد التالته ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|مرسيدس E200  2014 كلاسيك|فتحه سقف بنوراما|فرش جلد بيج|اصطفاف ذاتي|برادي كهربا
104000,كيا,سبورتاج,2017,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,50000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|KIA SPORTAGE. /2017|2000cc  Diesel|4*4|❇️بصمة|❇️حساسات|✅المزيد من الاضافات|والعديد  من السيارات الجديده والمستعمله تجدونها لدينا وباقل الاسعار .|ملاحظة : الدفع نقدآ  او عن طريق البنوك او الموؤسسات التمويلية فقط|ابو ظاهر وفريج التميز في عالم السيارات|الثقة الامان التميز الخبرة في عالم السيارات|رام الله شارع الارسال مقابل برج فلسطين دخله المصايف مقابل بنك فلسطين المحدود|: الحاج اياد ابو ظاهر 0599672102
33000,هونداي,فيرنا,2005,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,١٦٣ ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|ترخيص جديد|مكيف|اغلاق مركزي|مسجل CD|وسادة حماية هوائية|كشافات ضباب
72000,فولكسفاجن,جولف,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,null,null,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
35000,مرسيدس,فيتو,1999,أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2150 ,181000 ,7+1 ,إمكانية التقسيط ,للبيع فقط ,04 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة ممتازة صيانة كاملة|مركب عليها ماتور CDI 112|ماتورها وجيرها العادي 5 غيار ال D 110 موجود وبحالة ممتازة|الباب الجانبي عالكهرباء|تبريد أمامي وخلفي بحالة ممتازة|ممكن البدل عى سيارة صغيرة اوتوماتيك تناسب أمرأة.
42000,هونداي,i30,2008,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,150000 ,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
45000,فولفو,88,1988,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1800 ,7500 ,2+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد اربعه ,مسجل CD|سياره بصلاه علا النبي مش ناقصها شي ترخيص تأمين كوشوك ماطور جير السياره فيها تلاما هند بريك السياره شغل وشتغل علا طول طولها سته متر ونصف بلاطه
22000,بيجو,306,2000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1600 ,123456 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,5 ,مُكيّف|إغلاق مركزي|مسجل CD|السيارة عليها ماطور جير الف|ميكانيكيات كهربة الف|شصي فحص نخب|عليها غرفة امرتبةضواو زنون|ترخيص وتأمين ساري المفعول|تنازل مباشر ع الكاااش|دفعه 8 وشكات 1500شيكل سعرها 22 الف|ع الكااش يوجد مجال بالسعر
49000,هونداي,تيراكان,2005,أزرق ,ديزل ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,3000 ,300000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|جيب دفع رباعي 4*4 . صيانة دورية بالشركة. ٥فرادات كاوشوك جبلي .جبار للمناطق الجبلية والثلوج والمناطق الوعرة . فرش جلد لون رصاصي. اقتصادي بالصرف . تغيير زيوت وفلاتر جديدة قبل اسبوع . بطارية جديدة .لون مميز بالتيركان ازرق مع رصاصي
65000,كيا,سبورتاج,2012,بترولي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,١٥٠٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع فقط ,٢ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|لا يوجد قص|تامين ترخيص لشهر ٥ /٢٠٢١
100000,فولكسفاجن,كادي,2016,أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,1000000كم ,6+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
120000,بي,ام,2012,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,117,000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ٢ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فل الفل|تعديل كامل m3|طمبونات، جنحان، خطا كاربون، مرشات|للبيع او البدل
750000,بي,ام,2019,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000 ,20000 ,6+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|BMW x7 2019-2020|///M Package 40i|360’ cameras|Head up display|Soft closing|LED Adaptive headlights|3000 cc benzen|كفالة 3 سنوات تشمل الزيت بريكات و جنطات|ترخيص 15-2|الجادين الاتصال بعد الساعة 6 مساء من كل يوم عدا الجمعة
55000,مرسيدس,220,2005,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,null,4+1 ,نقدا فقط ,للبيع فقط ,٤ ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سيارة جير وماطور الف الف وشصي الف الف|اصل برايفت
67999,فولكسفاجن,باسات,2010,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,null,null,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|وسادة حماية هوائية|جديد جديد|بالسعر المغري والمنافس|Passat CC 2010|✅ اوتوماتيك|✅ بانوراما|✅ ماطور ١٨٠٠ تيربو 190 hp|✅ حساسات امامي خلفي360 درجة|✅ غيارات على الستيرنج|✅ اصطفاف ذاتي ذكي|✅ هاند بريك كهربا|✅ فرش بيج جديد شركة|✅ شاشة اصلية شركة|✅ تحكم ستيرنج|✅ برداية خلفية كهربائية|✅ ضواو زينون|✅ ليد خلفي|✅ كشافات|✅ جنط 17 داخل في الرخصة BBS|✅ حساسات ٣٦٠ درجة|✅ مري كهربا مع غمازات|✅ اغلاق مركزي|✅ بلوتوث وتلفون|✅ ترخيص|✅ فحص ممتاز جدا بودي جير ماتور|تفتح وتقفل عالبصمه smart|الاتصال للمعنيين فقط
26000,هونداي,افانتي,2006,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,نقدا فقط ,للبيع أو التبديل ,٢ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
33000,اوبل,كورسا,2008,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,147000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|الدفع كاش \ممكن التقسيط مع فرق بسيط في السعر|الرجاء الاتصال من الساعه 8 صباحا حتى 4 مساءا|او من 7 مساءا حتى 12 ليلا وشكرا|لتفهمكم
48000,سيت,ابيزا,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|جنطات مغنيسيوم|فرش جلد
62000,جييب,Patriot,2008,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,230 ,000000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
35000,اوبل,استرا,2006,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,180 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|افحص وين ما بدك السياره نخب
20000,بيجو,406,2000,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|البيع بالتقسيط المريح وبدون دفعة أولى اولها شيك وآخرها شيك|ترخيص وتامين|الاتصال للجادين فقط
70000,فولكسفاجن,كرافيل,2005,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,76484983 ,6+1 ,نقدا فقط ,للبيع فقط ,3 ,مُكيّف|جهاز إنذار|مسجل CD|فرش جلد
90000,نيسان,LV200,2016,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500 ,73 ألف كيلو ,6+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,null
33000,سكودا,فابيا,2009,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,null,4+1 ,نقدا فقط ,للبيع فقط ,ايد اولى ,إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة مش فاكة برغي
35000,اوبل,كورسا,2011,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,103151 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|وسادة حماية هوائية|السيارة اصل الماني|يوجد فيها كمبريصة هواء اصلية من الشركة المنتجة
